Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2022-01-21,Approach about because.,Shopping,634.37,Expense,1,2022,Friday,False,20911.0,0.004318945811483125,Income,634.37
2022-01-22,Best deal point.,Other,4975.0,Income,1,2022,Saturday,True,25886.0,0.013415670041932396,Income,4975.0
2022-01-23,Such final however major.,Travel,1224.05,Expense,1,2022,Sunday,True,27110.05,0.007221628081404483,Income,1224.05
2022-01-24,Politics hold.,Investment,2785.0,Income,1,2022,Monday,False,29895.05,0.007666853864534813,Income,2785.0
2022-01-28,Hard knowledge enjoy let.,Entertainment,1883.56,Expense,1,2022,Friday,False,31778.61,0.012712543617618869,Income,1883.56
2022-02-01,Nor character recent.,Travel,1412.75,Expense,2,2022,Tuesday,False,1412.75,0.008334916933135234,Income,1412.75
2022-02-02,Property space.,Salary,640.91,Expense,2,2022,Wednesday,False,2053.66,0.004299864042151294,Income,640.91
2022-02-05,Dinner article hit mission whole.,Travel,582.7,Expense,2,2022,Saturday,True,2636.36,0.003437802935365706,Income,582.7
2022-02-05,Think live bad total research.,Shopping,1792.56,Expense,2,2022,Saturday,True,4428.92,0.012204186048886597,Income,1792.56
2022-02-06,Too song quality per build.,Health & Fitness,1909.67,Expense,2,2022,Sunday,True,6338.59,0.013152535303441477,Income,1909.67
2022-02-08,We cold deep.,Travel,93.71,Expense,2,2022,Tuesday,False,6432.3,0.0005528685654249533,Income,93.71
2022-02-08,Amount bad raise.,Rent,699.26,Expense,2,2022,Tuesday,False,7131.56,0.004314411953597644,Income,699.26
2022-02-09,Challenge organization floor road southern.,Travel,1497.2,Expense,2,2022,Wednesday,False,8628.76,0.008833153517812827,Income,1497.2
2022-02-10,News need task mind.,Travel,1866.72,Expense,2,2022,Thursday,False,10495.48,0.011013240939601631,Income,1866.72
2022-02-10,Onto site both change note.,Utilities,227.36,Expense,2,2022,Thursday,False,10722.84,0.0015484155335444517,Income,227.36
2022-02-10,Understand none.,Entertainment,492.49,Expense,2,2022,Thursday,False,11215.33,0.0033239188590971974,Income,492.49
2022-02-10,Test they there.,Entertainment,1279.51,Expense,2,2022,Thursday,False,12494.84,0.008635682794378475,Income,1279.51
2022-02-11,Pressure occur list common.,Other,3205.0,Income,2,2022,Friday,False,15699.84,0.008642657785807703,Income,3205.0
2022-02-14,Peace race i.,Rent,1365.57,Expense,2,2022,Monday,False,17065.41,0.008425523455473406,Income,1365.57
2022-02-17,Real any little environmental.,Investment,3833.0,Income,2,2022,Thursday,False,20898.41,0.010551903361853479,Income,3833.0
2022-02-17,Full soldier.,Salary,960.12,Expense,2,2022,Thursday,False,21858.53,0.0064414433604566956,Income,960.12
2022-02-17,Successful teach range.,Other,3131.0,Income,2,2022,Thursday,False,24989.53,0.008443108120862379,Income,3131.0
2022-02-17,Feel season similar.,Food & Drink,1816.79,Expense,2,2022,Thursday,False,26806.32,0.011391004981460359,Income,1816.79
2022-02-18,Rock painting become.,Investment,4883.0,Income,2,2022,Friday,False,31689.32,0.013442458678823516,Income,4883.0
2022-02-21,Tree imagine machine.,Food & Drink,1827.33,Expense,2,2022,Monday,False,33516.65,0.01145708922482618,Income,1827.33
2022-02-22,Start middle city find.,Investment,797.0,Income,2,2022,Tuesday,False,34313.65,0.002194069131071543,Income,797.0
2022-02-22,Career surface these ahead.,Shopping,1578.04,Expense,2,2022,Tuesday,False,35891.69,0.01074368152395736,Income,1578.04
2022-02-25,Student economic lead.,Other,806.0,Income,2,2022,Friday,False,36697.69,0.0021734733776477408,Income,806.0
2022-02-27,Ever statement measure.,Investment,3244.0,Income,2,2022,Sunday,True,39941.69,0.008930439474524572,Income,3244.0
2022-03-01,Drop major.,Salary,1779.63,Expense,3,2022,Tuesday,False,1779.63,0.011939534482741272,Income,1779.63
2022-03-02,Whether listen necessary.,Other,2735.0,Income,3,2022,Wednesday,False,4514.63,0.007375247751695498,Income,2735.0
2022-03-04,Study else store.,Investment,3208.0,Income,3,2022,Friday,False,7722.63,0.008831334720799885,Income,3208.0
2022-03-05,Agree anyone take.,Other,2607.0,Income,3,2022,Saturday,True,10329.630000000001,0.007030080763681961,Income,2607.0
2022-03-07,Positive question especially.,Food & Drink,1475.87,Expense,3,2022,Monday,False,11805.5,0.009253486931339285,Income,1475.87
2022-03-07,After sister should across treatment.,Entertainment,359.23,Expense,3,2022,Monday,False,12164.73,0.0024245190191749806,Income,359.23
2022-03-12,Song difference part wall require.,Shopping,1655.71,Expense,3,2022,Saturday,True,13820.44,0.011272477843420598,Income,1655.71
2022-03-14,Time surface learn design.,Rent,807.66,Expense,3,2022,Monday,False,14628.1,0.00498323650493761,Income,807.66
2022-03-17,Station however bill memory production.,Investment,4411.0,Income,3,2022,Thursday,False,19039.1,0.012143085241099843,Income,4411.0
2022-03-17,Positive participant fear blue as.,Entertainment,23.59,Expense,3,2022,Thursday,False,19062.69,0.0001592138843146112,Income,23.59
2022-03-18,Technology end represent throughout.,Salary,1509.98,Expense,3,2022,Friday,False,20572.670000000002,0.010130453115675541,Income,1509.98
2022-03-18,Change she tonight.,Travel,1169.1,Expense,3,2022,Friday,False,21741.77,0.006897435063902602,Income,1169.1
2022-03-18,Race return pretty young.,Travel,1310.83,Expense,3,2022,Friday,False,23052.6,0.0077336111579979884,Income,1310.83
2022-03-20,Identify say on yes.,Food & Drink,1338.89,Expense,3,2022,Sunday,True,24391.49,0.008394642561676068,Income,1338.89
2022-03-20,Risk develop movement size.,Utilities,816.78,Expense,3,2022,Sunday,True,25208.27,0.005562609251796433,Income,816.78
2022-03-22,Feel color price next.,Travel,1383.68,Expense,3,2022,Tuesday,False,26591.95,0.008163410272192929,Income,1383.68
2022-03-23,Likely scientist.,Travel,741.41,Expense,3,2022,Wednesday,False,27333.36,0.004374157326771045,Income,741.41
2022-03-23,Water tonight pressure.,Utilities,961.58,Expense,3,2022,Wednesday,False,28294.94,0.006548757075763871,Income,961.58
2022-03-24,Development the inside thought.,Health & Fitness,837.53,Expense,3,2022,Thursday,False,29132.47,0.005768348925568993,Income,837.53
2022-03-25,One less brother.,Salary,1517.13,Expense,3,2022,Friday,False,30649.6,0.010178422452870128,Income,1517.13
2022-03-26,Oil per line create build.,Entertainment,1526.1,Expense,3,2022,Saturday,True,32175.7,0.010299970701675633,Income,1526.1
2022-03-27,Fear approach take case customer.,Rent,1055.76,Expense,3,2022,Sunday,True,33231.46,0.0065140056118328645,Income,1055.76
2022-03-28,Throughout would century television congress.,Health & Fitness,165.42,Expense,3,2022,Monday,False,33396.88,0.0011393028061891788,Income,165.42
2022-03-28,Forward would finish around.,Food & Drink,1659.26,Expense,3,2022,Monday,False,35056.14,0.010403315146790722,Income,1659.26
2022-03-28,Decide similar office.,Entertainment,1149.68,Expense,3,2022,Monday,False,36205.82,0.007759432747724554,Income,1149.68
2022-03-28,Size sister can its.,Other,4762.0,Income,3,2022,Monday,False,40967.82,0.01284129060094112,Income,4762.0
2022-03-29,Investment local above move.,Entertainment,1436.67,Expense,3,2022,Tuesday,False,42404.49,0.009696388773983574,Income,1436.67
2022-03-29,Throughout series.,Salary,1619.3,Expense,3,2022,Tuesday,False,44023.79,0.01086388079988702,Income,1619.3
2022-03-31,Adult above safe.,Shopping,919.03,Expense,3,2022,Thursday,False,44942.82,0.0062569805777816356,Income,919.03
2022-03-31,Fine bill me fill.,Other,3024.0,Income,3,2022,Thursday,False,47966.82,0.008154570091819812,Income,3024.0
2022-03-31,Fear fact.,Shopping,516.37,Expense,3,2022,Thursday,False,48483.19,0.0035155730073546058,Income,516.37
2022-04-01,Model its rather card you.,Investment,1098.0,Income,4,2022,Friday,False,1098.0,0.0030226949886029532,Income,1098.0
2022-04-01,Seek close trade speech.,Other,1022.0,Income,4,2022,Friday,False,2120.0,0.0027559426699205847,Income,1022.0
2022-04-01,Difference world deep.,Food & Drink,1869.82,Expense,4,2022,Friday,False,3989.8199999999997,0.011723495249552346,Income,1869.82
2022-04-01,Mean but represent society heart.,Other,759.0,Income,4,2022,Friday,False,4748.82,0.00204673237423652,Income,759.0
2022-04-02,Perhaps order answer blue structure.,Utilities,1540.25,Expense,4,2022,Saturday,True,6289.07,0.01048973885266468,Income,1540.25
2022-04-02,Indicate herself.,Shopping,755.18,Expense,4,2022,Saturday,True,7044.25,0.005141449781540467,Income,755.18
2022-04-03,Listen check receive.,Salary,1740.54,Expense,4,2022,Sunday,True,8784.79,0.011677279742750173,Income,1740.54
2022-04-03,Inside big minute.,Shopping,169.7,Expense,4,2022,Sunday,True,8954.49,0.0011553590242424552,Income,169.7
2022-04-04,Store bit responsibility brother.,Utilities,1310.53,Expense,4,2022,Monday,False,10265.02,0.008925250744088715,Income,1310.53
2022-04-05,Marriage participant.,Utilities,1985.77,Expense,4,2022,Tuesday,False,12250.79,0.013523914118783276,Income,1985.77
2022-04-08,Win group important civil nature.,Utilities,1458.44,Expense,4,2022,Friday,False,13709.23,0.009932578952949375,Income,1458.44
2022-04-09,Former able public trade.,Food & Drink,1514.8,Expense,4,2022,Saturday,True,15224.03,0.009497572281835629,Income,1514.8
2022-04-09,Chance bed memory rich.,Salary,1350.26,Expense,4,2022,Saturday,True,16574.29,0.009058891921728802,Income,1350.26
2022-04-10,Popular lead with.,Shopping,1648.49,Expense,4,2022,Sunday,True,18222.78,0.011223322320998498,Income,1648.49
2022-04-10,Anyone spend them system.,Health & Fitness,318.69,Expense,4,2022,Sunday,True,18541.47,0.002194924503109838,Income,318.69
2022-04-16,International break surface three.,Investment,763.0,Income,4,2022,Saturday,True,19304.47,0.0021004701969982273,Income,763.0
2022-04-18,Professional color group.,Shopping,1233.7,Expense,4,2022,Monday,False,20538.17,0.008399330749604696,Income,1233.7
2022-04-18,Environmental run head garden box.,Food & Drink,488.93,Expense,4,2022,Monday,False,21027.1,0.0030655188907828717,Income,488.93
2022-04-21,Even history surface son.,Investment,4157.0,Income,4,2022,Thursday,False,25184.1,0.011443846145375662,Income,4157.0
2022-04-22,Car risk.,Food & Drink,497.02,Expense,4,2022,Friday,False,25681.12,0.003116241995984912,Income,497.02
2022-04-22,Indeed opportunity.,Other,2419.0,Income,4,2022,Friday,False,28100.12,0.006523116750037078,Income,2419.0
2022-04-24,Consider here grow agreement.,Food & Drink,288.87,Expense,4,2022,Sunday,True,28388.99,0.0018111722372945987,Income,288.87
2022-04-24,Turn both in animal.,Entertainment,1633.41,Expense,4,2022,Sunday,True,30022.4,0.011024228519640912,Income,1633.41
2022-04-29,Actually than modern season.,Health & Fitness,1159.17,Expense,4,2022,Friday,False,31181.57,0.007983591064262547,Income,1159.17
2022-04-30,Within prove full.,Health & Fitness,481.44,Expense,4,2022,Saturday,True,31663.010000000002,0.003315838127262231,Income,481.44
2022-05-02,Believe product eat generation put.,Entertainment,832.98,Expense,5,2022,Monday,False,832.98,0.0056219576666547205,Income,832.98
2022-05-02,Stuff next write.,Utilities,1255.73,Expense,5,2022,Monday,False,2088.71,0.008552040103526452,Income,1255.73
2022-05-03,Poor church.,Salary,103.3,Expense,5,2022,Tuesday,False,2192.01,0.0006930395149931016,Income,103.3
2022-05-05,Thank avoid man drive.,Shopping,1573.75,Expense,5,2022,Thursday,False,3765.76,0.010714474156756417,Income,1573.75
2022-05-05,Medical nearly.,Shopping,822.44,Expense,5,2022,Thursday,False,4588.2,0.005599372279893724,Income,822.44
2022-05-06,Stage bad know of.,Utilities,1511.29,Expense,5,2022,Friday,False,6099.49,0.010292509287871192,Income,1511.29
2022-05-07,Language budget market president.,Entertainment,608.47,Expense,5,2022,Saturday,True,6707.96,0.00410669233526543,Income,608.47
2022-05-07,Include news a before.,Salary,1830.33,Expense,5,2022,Saturday,True,8538.29,0.01227968069193924,Income,1830.33
2022-05-07,None pressure lay future stay.,Shopping,1119.0,Expense,5,2022,Saturday,True,9657.29,0.007618425151015364,Income,1119.0
2022-05-08,Forward should outside respond.,Investment,2588.0,Income,5,2022,Sunday,True,12245.29,0.007124530628874721,Income,2588.0
2022-05-08,Box service develop game.,Rent,1845.23,Expense,5,2022,Sunday,True,14090.52,0.011385010395470898,Income,1845.23
2022-05-09,Miss reduce animal clearly cell.,Rent,1075.91,Expense,5,2022,Monday,False,15166.43,0.006638330470776594,Income,1075.91
2022-05-09,Effect cultural.,Food & Drink,544.24,Expense,5,2022,Monday,False,15710.67,0.003412304422145645,Income,544.24
2022-05-11,Democratic station course full.,Food & Drink,1748.5,Expense,5,2022,Wednesday,False,17459.17,0.010962836767091099,Income,1748.5
2022-05-13,Unit study.,Investment,4427.0,Income,5,2022,Friday,False,21886.17,0.012187131798310815,Income,4427.0
2022-05-13,Leader operation mean white.,Health & Fitness,613.34,Expense,5,2022,Friday,False,22499.51,0.004224277494547643,Income,613.34
2022-05-14,Save network item one under.,Entertainment,1874.95,Expense,5,2022,Saturday,True,24374.46,0.012654432912067838,Income,1874.95
2022-05-19,Community spring billion price paper.,Rent,1496.29,Expense,5,2022,Thursday,False,25870.75,0.009232061696720273,Income,1496.29
2022-05-19,Thing industry participant realize.,Entertainment,1394.3,Expense,5,2022,Thursday,False,27265.05,0.00941042470961689,Income,1394.3
2022-05-20,Huge garden family.,Shopping,1831.1,Expense,5,2022,Friday,False,29096.15,0.012466575776607893,Income,1831.1
2022-05-20,Include record security.,Travel,767.52,Expense,5,2022,Friday,False,29863.67,0.004528200633176397,Income,767.52
2022-05-22,Team republican very plan cut.,Health & Fitness,623.76,Expense,5,2022,Sunday,True,30487.43,0.00429604351582978,Income,623.76
2022-05-23,Tv car report window.,Salary,937.35,Expense,5,2022,Monday,False,31424.78,0.006288679471237016,Income,937.35
2022-05-24,My pm report set.,Salary,1525.64,Expense,5,2022,Tuesday,False,32950.42,0.010235516027628998,Income,1525.64
2022-05-24,Old wall report purpose.,Entertainment,747.7,Expense,5,2022,Tuesday,False,33698.12,0.005046384964054041,Income,747.7
2022-05-25,There institution actually.,Entertainment,1485.09,Expense,5,2022,Wednesday,False,35183.21,0.010023185564085883,Income,1485.09
2022-05-27,Herself apply.,Other,2918.0,Income,5,2022,Friday,False,38101.21,0.007868728679871102,Income,2918.0
2022-05-28,Environment size worker.,Other,2384.0,Income,5,2022,Saturday,True,40485.21,0.006428735151752127,Income,2384.0
2022-05-29,Style real far.,Entertainment,1003.61,Expense,5,2022,Sunday,True,41488.82,0.006773575516616659,Income,1003.61
2022-05-29,Grow laugh.,Health & Fitness,522.08,Expense,5,2022,Sunday,True,42010.9,0.0035957393849307615,Income,522.08
2022-05-30,Score night down.,Salary,927.05,Expense,5,2022,Monday,False,42937.95,0.006219576789683976,Income,927.05
2022-05-30,Unit hold.,Health & Fitness,346.84,Expense,5,2022,Monday,False,43284.79,0.002388802957917149,Income,346.84
2022-05-31,Approach season data than team.,Salary,376.26,Expense,5,2022,Tuesday,False,43661.05,0.00252432766613073,Income,376.26
2022-06-01,Treatment relate positive.,Food & Drink,1052.65,Expense,6,2022,Wednesday,False,1052.65,0.006599960035961365,Income,1052.65
2022-06-01,Cultural right cover large work.,Rent,1890.92,Expense,6,2022,Wednesday,False,2943.57,0.011666916241879783,Income,1890.92
2022-06-04,While same budget.,Food & Drink,830.66,Expense,6,2022,Saturday,True,3774.23,0.005208115521276461,Income,830.66
2022-06-04,Evidence enough claim suffer.,Entertainment,145.26,Expense,6,2022,Saturday,True,3919.4900000000002,0.0009803903703069277,Income,145.26
2022-06-06,Letter visit always up.,Investment,4642.0,Income,6,2022,Monday,False,8561.49,0.012779007410833251,Income,4642.0
2022-06-07,Past product make of group.,Food & Drink,1239.49,Expense,6,2022,Tuesday,False,9800.98,0.007771419241888331,Income,1239.49
2022-06-07,Detail contain attention measure indeed.,Salary,1321.98,Expense,6,2022,Tuesday,False,11122.96,0.008869161452377351,Income,1321.98
2022-06-11,Begin determine degree forward.,Other,597.0,Income,6,2022,Saturday,True,11719.96,0.0016098804050318875,Income,597.0
2022-06-11,Despite sell most.,Other,4888.0,Income,6,2022,Saturday,True,16607.96,0.013181064354766944,Income,4888.0
2022-06-12,Boy generation.,Food & Drink,1009.41,Expense,6,2022,Sunday,True,17617.37,0.006328851622001388,Income,1009.41
2022-06-12,Truth during always those high.,Shopping,1614.27,Expense,6,2022,Sunday,True,19231.64,0.010990344207801227,Income,1614.27
2022-06-12,Either rich agency might.,Rent,1836.92,Expense,6,2022,Sunday,True,21068.56,0.011333737959846959,Income,1836.92
2022-06-13,Sort knowledge analysis together court.,Entertainment,391.94,Expense,6,2022,Monday,False,21460.5,0.002645285706581972,Income,391.94
2022-06-17,Way cold.,Health & Fitness,541.98,Expense,6,2022,Friday,False,22002.48,0.003732797333444633,Income,541.98
2022-06-17,Account assume prove similar ten.,Health & Fitness,1919.0,Expense,6,2022,Friday,False,23921.48,0.013216794130558785,Income,1919.0
2022-06-18,Day stock.,Entertainment,1980.56,Expense,6,2022,Saturday,True,25902.04,0.01336721707156195,Income,1980.56
2022-06-19,Section child.,Rent,1310.93,Expense,6,2022,Sunday,True,27212.97,0.008088396393801676,Income,1310.93
2022-06-20,Also available concern edge.,Food & Drink,196.07,Expense,6,2022,Monday,False,27409.04,0.001229329942764399,Income,196.07
2022-06-21,Start treat imagine later identify.,Salary,121.67,Expense,6,2022,Tuesday,False,27530.71,0.0008162838120930365,Income,121.67
2022-06-21,Hope brother.,Investment,1177.0,Income,6,2022,Tuesday,False,28707.71,0.0032401748648321275,Income,1177.0
2022-06-23,As second animal summer group.,Shopping,1293.37,Expense,6,2022,Thursday,False,30001.08,0.00880557867521782,Income,1293.37
